user_id,items
317,"[(168252, 4.26214830963233), (1210, 4.2180695302323095), (1246, 4.200250150292222), (3030, 4.1811165223613695), (2019, 4.1788736148846395), (96821, 4.166028854262994), (1196, 4.1552450819058295), (3836, 4.152994882878132), (2360, 4.152921954335081), (49272, 4.151889004642218)]"
318,"[(2959, 4.573209355223815), (48516, 4.5613833543283375), (1249, 4.539461899601805), (5690, 4.53915877859635), (6350, 4.533115343149405), (3468, 4.530605531452906), (115713, 4.4944823614038745), (31658, 4.490865214437392), (247, 4.461312282610346), (1204, 4.456020390063989)]"
319,"[(1104, 4.9590409582891954), (7361, 4.950529986425207), (1203, 4.8452219663866085), (922, 4.819779090956731), (1041, 4.816771343499684), (1223, 4.814327203030568), (1193, 4.808933759788521), (1208, 4.806081624180258), (908, 4.7981265065036345), (1199, 4.797602373758974)]"
320,"[(858, 4.358262921334031), (1203, 4.322013435761058), (1283, 4.315760873797896), (1213, 4.306252648954205), (1193, 4.291556502784227), (910, 4.291073611547536), (318, 4.290251550943175), (1089, 4.289294727166976), (1217, 4.280131530253142), (912, 4.269792280175788)]"
321,"[(1104, 4.522993697526375), (1197, 4.520272470401836), (1245, 4.45674471206407), (1252, 4.45036448008689), (922, 4.4463215315446485), (1223, 4.442895117722803), (89904, 4.438243126533944), (1233, 4.431267697821477), (56367, 4.4281837318259925), (1204, 4.426289140467916)]"
322,"[(898, 4.031859004542822), (1261, 3.9835516278704466), (2028, 3.9833952367820387), (541, 3.959886673175181), (1250, 3.915401530389044), (3201, 3.884718427391083), (27611, 3.8744837612134417), (38061, 3.874062487833582), (1217, 3.8692741910944686), (1266, 3.857532413063843)]"
323,"[(1104, 4.092303758664583), (1208, 4.090280963755702), (1252, 3.9598693296254246), (593, 3.951363605439563), (5690, 3.943415941795903), (1272, 3.936428561358908), (5618, 3.9283709325609646), (58559, 3.927848182817817), (912, 3.912967050951019), (1267, 3.9016783502239947)]"
324,"[(2959, 4.24900187218028), (1204, 4.218614189095942), (912, 4.1009434947792345), (2571, 4.094523558106095), (1198, 4.088945608044973), (318, 4.081880076776429), (1242, 4.075901608771998), (2858, 4.067396974126073), (1248, 4.0594101551457005), (58559, 4.059160011762041)]"
325,"[(260, 4.75476220729073), (1206, 4.718381398938514), (1221, 4.623914767090565), (1136, 4.588122381179792), (527, 4.582710064572344), (608, 4.569303050212515), (750, 4.541107663716912), (2959, 4.5101669598410306), (7153, 4.482859597245942), (1193, 4.476020181575124)]"
326,"[(898, 4.652036118157641), (951, 4.613386827374072), (1217, 4.612431539222988), (3435, 4.595173250039918), (4878, 4.585397795290163), (3468, 4.5523740753954565), (3451, 4.538567113028544), (1204, 4.536104741344192), (56782, 4.523773243469602), (7156, 4.5125518793857085)]"
327,"[(2324, 4.987214119745324), (1104, 4.872562588613499), (1223, 4.871472633620196), (1252, 4.851009812691593), (5690, 4.845925251199596), (1673, 4.82761091231187), (27611, 4.819198355955523), (741, 4.8169826095114265), (922, 4.814632780826468), (58, 4.802978567181283)]"
328,"[(1199, 4.195880013711757), (2019, 4.015510061264643), (3836, 4.011176836538492), (933, 3.981195863692281), (1244, 3.9739879977690324), (799, 3.9593732807584), (2858, 3.949553856697343), (1267, 3.8682763962650997), (1653, 3.8055437328034643), (86, 3.802148136412814)]"
329,"[(1217, 3.576979287653968), (104879, 3.498105987188169), (1204, 3.4898102281424617), (58559, 3.4839030530554056), (2324, 3.472042273324032), (922, 3.467087639696654), (1172, 3.4349390597187406), (1704, 3.4331000775845806), (7361, 3.4300778152394904), (48516, 3.426789548850705)]"
330,"[(527, 4.991514307936379), (293, 4.660453896584473), (1283, 4.545190835449074), (246, 4.5353194819613964), (1247, 4.5350951324301745), (1221, 4.5255878158326786), (36, 4.5205648056569645), (3037, 4.502400336423695), (926, 4.48107951643359), (1945, 4.471729071083577)]"
331,"[(1732, 4.708897229432634), (527, 4.705823986764647), (3275, 4.611306608754182), (110, 4.567326478233632), (1221, 4.545239049850741), (27773, 4.522634838199702), (1210, 4.500330963536653), (1968, 4.467157976646341), (1223, 4.465920528551377), (1178, 4.4519866161050805)]"
332,"[(1197, 4.308400289552339), (1198, 4.295156935456246), (1267, 4.167670315646558), (1148, 4.161029018678506), (1223, 4.152427611620328), (951, 4.140721681440932), (106642, 4.125958912729464), (913, 4.107992643466218), (1221, 4.089629766816739), (1219, 4.0865757886361065)]"
333,"[(2324, 4.013134139803414), (2959, 3.9214205592118847), (4993, 3.877767672230032), (318, 3.849907816996891), (4226, 3.8473496399745497), (2329, 3.8433288789913442), (1258, 3.829112347616537), (296, 3.8067793803032464), (1089, 3.797228811489569), (1104, 3.79402886115567)]"
334,"[(1104, 4.064343948192632), (5690, 4.059419319055727), (3037, 4.029639948259556), (1223, 3.999389596369324), (56782, 3.9842619960205354), (7090, 3.9814902006127775), (3200, 3.968947005004736), (306, 3.9540339406394605), (1233, 3.949116451535202), (1272, 3.949064063513421)]"
335,"[(858, 4.55208422788682), (260, 4.533996666530268), (2959, 4.503516058952245), (3030, 4.448576162226269), (750, 4.4451727938761465), (930, 4.444665588008043), (1208, 4.39857219396047), (1193, 4.383443725772299), (168252, 4.382203472277986), (904, 4.370106111477896)]"
336,"[(898, 4.867772346192566), (750, 4.860708361133299), (904, 4.85184390173666), (1193, 4.827951207566386), (1197, 4.79514151719253), (2019, 4.781861369780841), (1223, 4.776559834227699), (58559, 4.772930593997194), (6711, 4.768504023172335), (1222, 4.755329587325721)]"
337,"[(296, 5), (527, 5), (1198, 5), (1258, 5), (2329, 5), (2959, 5), (3147, 5), (48516, 5), (99114, 5), (112552, 5)]"
338,"[(260, 3.97359576951149), (1262, 3.740060067476261), (1225, 3.7214942039556873), (1208, 3.7095491208692404), (1197, 3.674156389632507), (1270, 3.63524008616825), (1210, 3.6297328574513035), (4011, 3.6262552493454385), (924, 3.623745443323288), (356, 3.610960637401464)]"
339,"[(1136, 4.880110196573462), (1201, 4.723232442547194), (1276, 4.717581724898679), (1196, 4.6797525562242015), (3468, 4.672189552674585), (3508, 4.660913512893715), (247, 4.650876147444377), (923, 4.630864396934255), (1197, 4.62171459906705), (1237, 4.608311469133885)]"
340,"[(47, 4.914366398105656), (2959, 4.911887888834428), (750, 4.904973554105316), (1258, 4.894448339256538), (951, 4.894017518544147), (2571, 4.865870724071849), (2329, 4.862679489260941), (908, 4.856229461154962), (1249, 4.85555455010972), (1201, 4.8521879643857355)]"
341,"[(318, 4.800574546578164), (58559, 4.7411205085928785), (1223, 4.716569491005352), (2571, 4.716073886662734), (48516, 4.715910942679653), (750, 4.697840405123126), (1148, 4.68330025314992), (1208, 4.673016375056962), (720, 4.657854308585035), (930, 4.65643782365053)]"
342,"[(1204, 4.2571929878795585), (318, 4.106766493269999), (750, 4.102258984466568), (1223, 4.095433826817767), (527, 4.019714638836193), (593, 4.013966078394736), (475, 3.9396890978296812), (7361, 3.935492211256804), (4011, 3.934006859869832), (356, 3.9296837529880175)]"
343,"[(356, 4.601881050092738), (1148, 4.524529440123408), (111, 4.522711408470228), (1104, 4.515839413062657), (1233, 4.513527441932431), (6807, 4.507332739287815), (923, 4.47947610880894), (930, 4.477191415287885), (3468, 4.474550838136614), (1394, 4.456109380584832)]"
344,"[(1198, 4.6516481564724605), (922, 4.619107025206355), (1196, 4.582507686963831), (5013, 4.553066018516569), (1208, 4.548521112720394), (34405, 4.536308302329717), (1204, 4.535582114709376), (1209, 4.445196369875277), (750, 4.438440647002272), (6350, 4.427743289197511)]"
345,"[(899, 4.761464365280439), (527, 4.730562670564538), (1197, 4.7140891458668905), (2959, 4.7060069675195795), (318, 4.66089912241992), (356, 4.634115155858904), (246, 4.626185897436725), (1266, 4.618559565561179), (1207, 4.608470673194636), (741, 4.607234279164619)]"
346,"[(1204, 4.43911840439619), (7361, 4.331787590583653), (4226, 4.293529720291607), (2019, 4.285110776776945), (1201, 4.270059594268314), (56782, 4.2641093841336115), (57669, 4.237497174625147), (1203, 4.227015319450254), (3328, 4.210022029880794), (898, 4.208945812870404)]"
347,"[(1208, 4.508868480262057), (318, 4.4862335385160685), (1104, 4.446293462589671), (858, 4.434502157821411), (750, 4.43045042907787), (1213, 4.430229694109989), (1276, 4.4203692524595315), (78499, 4.418728600245861), (1217, 4.417773448239126), (1225, 4.415152141843104)]"
348,"[(1198, 5), (1732, 5), (899, 5), (904, 5), (1203, 5), (1225, 5), (293, 5), (1247, 5), (913, 5), (1148, 5)]"
349,"[(318, 4.6009541879199345), (904, 4.552695158424591), (7361, 4.517327685826405), (2959, 4.505508449283171), (6016, 4.492876032716432), (1104, 4.478320717527599), (1248, 4.475537549804063), (916, 4.452583149444733), (720, 4.44635126549316), (541, 4.440940289660689)]"
350,"[(1233, 4.185823627807844), (5690, 4.181866924452481), (50, 4.175501876746949), (904, 4.156259013364078), (4226, 4.152037410862238), (1201, 4.133453814321591), (1249, 4.130124132541948), (1237, 4.1215931814934175), (899, 4.110556568060344), (1258, 4.107885621514968)]"
351,"[(318, 4.443594281473196), (527, 4.364584021718936), (1136, 4.36172952316268), (1199, 4.35406166054079), (4144, 4.350090433214778), (3147, 4.349369810206195), (3275, 4.346323746578161), (2160, 4.335131644120459), (1258, 4.333980354579549), (1223, 4.320853936165098)]"
352,"[(293, 4.646948866590801), (1210, 4.631739028010915), (750, 4.554597816207165), (110, 4.5129371326466226), (6016, 4.491114565033438), (78499, 4.487621009053422), (1276, 4.450177605394405), (44195, 4.447212339013836), (31658, 4.444352439744823), (953, 4.438200374596868)]"
353,"[(260, 4.796012220459657), (527, 4.696065526613708), (858, 4.685175388638905), (1196, 4.677205886882506), (1208, 4.660827864114923), (912, 4.590652547765222), (1225, 4.587633396520341), (1262, 4.571565841751028), (1210, 4.569145279817079), (1213, 4.555811957524693)]"
354,"[(951, 4.394101226390077), (3451, 4.374257979845739), (168252, 4.347985825852104), (1198, 4.342680608065428), (142488, 4.333722481175183), (58559, 4.3298350678636925), (898, 4.328885302238987), (1197, 4.3217198464912014), (904, 4.3108854201220375), (922, 4.307228527373006)]"
355,"[(1204, 4.919745388188727), (904, 4.728837579985224), (260, 4.676969042806284), (593, 4.670646432688042), (1208, 4.659444653804712), (296, 4.65271366265442), (2858, 4.649574388403106), (1221, 4.641543518486148), (2571, 4.639517059986117), (38061, 4.636049618361002)]"
356,"[(593, 4.795598511644272), (750, 4.729815020415612), (1204, 4.721932108887597), (527, 4.625990410656845), (296, 4.613353910047933), (1262, 4.598601086991991), (608, 4.59813739519349), (1214, 4.570898412871307), (246, 4.55109492952343), (904, 4.550916009212114)]"
357,"[(922, 4.758130844016846), (1223, 4.663587143755501), (1203, 4.623404959266113), (912, 4.612510834003691), (5690, 4.612254858357642), (142488, 4.586954234647023), (750, 4.572439028983727), (1262, 4.558193555165593), (2186, 4.55778904237535), (741, 4.534880520099168)]"
358,"[(912, 4.240548035838353), (318, 4.223835165755966), (2329, 4.213860091001315), (741, 4.146753757346681), (1250, 4.145613335815768), (2959, 4.1258338262118155), (1035, 4.104687383653725), (69481, 4.103859076741271), (109487, 4.101917559723415), (1242, 4.094504456967322)]"
359,"[(858, 4.346676971376838), (1276, 4.308320973327918), (112552, 4.19010273013125), (4011, 4.175981642038334), (162, 4.15958744464708), (750, 4.148422438764106), (953, 4.142736917958303), (912, 4.1399116891771675), (1035, 4.133367276879927), (741, 4.1247397760123645)]"
360,"[(750, 4.6498972140011885), (898, 4.546721635036102), (1208, 4.539430994420307), (1089, 4.538409830772598), (318, 4.527078900560408), (99114, 4.498224200555178), (1262, 4.4810437357634), (928, 4.471322631724769), (1203, 4.462299626564675), (951, 4.439114433562865)]"
361,"[(1041, 4.080949875598102), (3671, 4.069330054812724), (2324, 3.979793040592313), (105504, 3.975020818649687), (110102, 3.972145642479039), (364, 3.964062950921406), (1237, 3.946996507776468), (1223, 3.9396414171427847), (1673, 3.9369743410464064), (750, 3.9333147529058143)]"
362,"[(904, 4.810914338518333), (922, 4.778433720168026), (1104, 4.742387152534195), (1198, 4.719793097415503), (1204, 4.69668917097677), (1197, 4.693448168463591), (912, 4.684171189073836), (2028, 4.680715931911104), (908, 4.660396634166504), (898, 4.643413759987916)]"
363,"[(356, 4.050126328842561), (1204, 4.047652870015163), (2324, 4.041509602282759), (4011, 4.020437185455149), (4973, 3.9938463093990872), (527, 3.981654134969899), (3275, 3.973659492783813), (44195, 3.923464902286428), (922, 3.907314486650398), (899, 3.8905178175627775)]"
364,"[(527, 4.869520067166115), (318, 4.80960409682974), (608, 4.798617009927153), (1197, 4.786474526975446), (750, 4.782056832255967), (1267, 4.7813703444044995), (6350, 4.777196184618398), (1223, 4.751681708584197), (1207, 4.750199949535402), (2788, 4.740465562666843)]"
365,"[(2160, 3.767050994975883), (899, 3.6683154241615323), (733, 3.635197851472785), (1834, 3.6159418036007267), (1213, 3.6104972644891102), (916, 3.6036385645682723), (457, 3.5979595645817533), (1217, 3.58904278725811), (2599, 3.5819355243216164), (1261, 3.5797100390033787)]"
366,"[(1233, 4.4742778042692475), (1197, 4.37623739695391), (750, 4.375281322251003), (741, 4.363592972308124), (318, 4.355009054904183), (50, 4.3456485566327805), (1252, 4.3280995754257665), (951, 4.325818282042165), (356, 4.310393314974216), (4973, 4.309996912125839)]"
367,"[(3275, 4.903477394751196), (1197, 4.891966230887399), (1225, 4.83474643376975), (922, 4.832151381581591), (1262, 4.803519633071471), (2571, 4.781642129797907), (2948, 4.773287424641191), (50, 4.75582841938524), (1036, 4.7483875842808985), (1208, 4.743722580674375)]"
368,"[(318, 4.100926901281115), (2959, 4.075388838110842), (4226, 3.7766089549132547), (750, 3.775408022881951), (1080, 3.7733092931443766), (79132, 3.7571735273770406), (1206, 3.745942334107642), (1136, 3.7455667573896), (1228, 3.73080733301543), (1288, 3.723648344348392)]"
369,"[(58559, 4.193128380195732), (48516, 4.162077569360633), (6350, 4.133761111132226), (1204, 4.1236392276025065), (1248, 4.075853198405711), (38061, 4.065049860633333), (3468, 4.062344491304124), (1213, 4.047206655091682), (930, 4.036595244889783), (1237, 4.036001568914708)]"
370,"[(58559, 4.193268902490651), (1104, 4.164252735600452), (899, 4.146880151156201), (56782, 4.132537630041717), (1208, 4.119733003496611), (904, 4.119058581456191), (953, 4.109369092416305), (48516, 4.107339244732323), (112852, 4.1002983324804605), (364, 4.097373476074379)]"
371,"[(47, 5), (50, 5), (260, 5), (296, 5), (527, 5), (608, 5), (1136, 5), (1196, 5), (1197, 5), (1213, 5)]"
372,"[(750, 4.313532406653328), (2028, 4.202617677932903), (898, 4.171176463015051), (2858, 4.158638350467159), (1104, 4.104041179354625), (933, 4.089204408095721), (2959, 4.088277770603727), (922, 4.0726213268967575), (6539, 4.07166003216248), (1250, 4.071387829037583)]"
373,"[(2959, 4.712502832786865), (858, 4.674739317786539), (1221, 4.647748187755639), (4226, 4.641567981753431), (2858, 4.588283894574742), (2571, 4.576708445878994), (924, 4.5485946550073075), (2019, 4.459183954458409), (3996, 4.415182555986584), (58559, 4.389249519914413)]"
374,"[(750, 4.4386417083146865), (1104, 4.43063540866093), (3468, 4.370733892044201), (48516, 4.361779650571973), (2019, 4.356582926424313), (3275, 4.351918381207426), (2959, 4.343666001464638), (1233, 4.341067783789494), (904, 4.328350690414979), (930, 4.318235777220839)]"
375,"[(1223, 4.902465752486414), (2959, 4.822530754751941), (527, 4.812234383130768), (1228, 4.769683158347886), (858, 4.737202445787136), (7361, 4.733187338969957), (1204, 4.723576156495169), (48516, 4.719023104492189), (56782, 4.706926392565318), (923, 4.702879429841616)]"
376,"[(318, 4.741580481768191), (1242, 4.684714007150008), (2324, 4.680605603801268), (1041, 4.674752325744345), (112552, 4.670765439427313), (922, 4.654043947620254), (56782, 4.611945127228588), (1213, 4.597187608589144), (1104, 4.58370167397631), (1250, 4.583002994751062)]"
377,"[(750, 4.996706897622609), (953, 4.820494574779478), (1242, 4.76049441373379), (1089, 4.759200205551154), (608, 4.756951851962548), (720, 4.756887312301927), (50, 4.7467128012001645), (904, 4.745647168700008), (1213, 4.738717662326309), (908, 4.737000343406753)]"
378,"[(1204, 4.509208004550386), (1197, 4.443329653936844), (356, 4.363983911678464), (1884, 4.346114019520972), (3275, 4.318588905818372), (1233, 4.317516577349846), (260, 4.308133165672795), (904, 4.3064790213430975), (951, 4.303068180261888), (750, 4.29898356822797)]"
379,"[(1197, 4.427917962977679), (1148, 4.408794709085058), (1223, 4.35008518481973), (260, 4.3426713908028685), (89904, 4.34128135405413), (1204, 4.314102143311692), (1250, 4.307375956283284), (951, 4.288912787925143), (750, 4.282546159954772), (1196, 4.248563739156733)]"
380,"[(1204, 4.84963588183812), (778, 4.701739530370653), (2019, 4.692464922546264), (1272, 4.673165555623141), (104879, 4.658290575717031), (741, 4.628429734633881), (6283, 4.624472510808125), (599, 4.614950396891677), (1250, 4.614281754840315), (2300, 4.601248541948674)]"
381,"[(1104, 4.479008548701946), (1148, 4.3604774723391735), (899, 4.357195674161731), (1217, 4.351332100921217), (4011, 4.350670268649544), (1225, 4.318973937741128), (1201, 4.3019291098391435), (866, 4.297253802552116), (912, 4.286656547811382), (3451, 4.280436087842532)]"
382,"[(1208, 4.756063399577055), (3275, 4.656251446681496), (1089, 4.595528006429111), (1197, 4.5945543968178555), (48516, 4.559297901958622), (1097, 4.529497111381741), (7451, 4.512526729066541), (168252, 4.502501001519448), (1234, 4.4872606424430455), (1249, 4.4687687624840455)]"
383,"[(1225, 4.5727908312563255), (1204, 4.538950136378324), (933, 4.529081213262347), (1704, 4.521168102404781), (1213, 4.5168491761526175), (4993, 4.505202230527229), (1252, 4.5051931025896685), (750, 4.501356264234702), (1136, 4.496322490340338), (904, 4.490761072299763)]"
384,"[(2571, 4.161429927323818), (1198, 4.049914820196646), (1213, 4.044315997423497), (1272, 4.04278472757566), (1221, 4.02795810819018), (3037, 4.019921795657018), (1387, 4.010338567236895), (1136, 3.9859676578315235), (1193, 3.9750672077460534), (1197, 3.9716958639654965)]"
385,"[(2571, 4.294320895814165), (1266, 4.228993187450187), (2160, 4.223233366822604), (1262, 4.196794765123612), (1193, 4.151502069691359), (1884, 4.151423562107478), (2959, 4.148457242110129), (3578, 4.146348190076273), (64614, 4.143305063562654), (1252, 4.141194471154339)]"
386,"[(858, 3.917455267277613), (898, 3.7964941855522265), (912, 3.7418882118109025), (922, 3.7331784239587855), (1203, 3.729425083262942), (1225, 3.7229190617203236), (4973, 3.711777952997304), (750, 3.7107556510284563), (1104, 3.705112703335286), (1223, 3.673014367642353)]"
387,"[(3508, 4.222883641618476), (1203, 4.180465160250696), (106100, 4.177708448315953), (1283, 4.152464500295975), (68237, 4.1445820863914555), (3967, 4.131711880550431), (96821, 4.081124676885679), (5500, 4.070039369077674), (7361, 4.066606524124261), (914, 4.0601842560935575)]"
388,"[(1136, 4.622341370691862), (750, 4.5497287402688755), (1223, 4.520647272354198), (1204, 4.514682982164884), (318, 4.504341743655269), (31658, 4.447821466557201), (91542, 4.433454155807524), (55820, 4.4206940836307105), (904, 4.419349793661471), (4011, 4.41052218584158)]"
389,"[(318, 5), (1203, 5), (1233, 5), (1262, 4.983523287832605), (1276, 4.97765798090362), (48516, 4.974118876796304), (356, 4.974103944626804), (1204, 4.963662106085177), (750, 4.960517311037315), (527, 4.932121146906976)]"
390,"[(356, 4.600915766250393), (1104, 4.5571854178081), (46578, 4.541992395022387), (318, 4.506016813889399), (4011, 4.493194999905387), (1233, 4.493105713872309), (1252, 4.4901120255100455), (3949, 4.4707011866019695), (1242, 4.461940883140318), (741, 4.410280045596814)]"
391,"[(56782, 4.723181907993586), (6874, 4.6381829965646615), (1252, 4.634409689228908), (1234, 4.633707565302322), (5618, 4.599239581095372), (16, 4.598345638698433), (6350, 4.559896077270155), (54503, 4.552635429962703), (1223, 4.551979487767222), (1242, 4.487714646478522)]"
392,"[(1204, 4.31531298627897), (1223, 4.300783748379156), (7153, 4.223931766219286), (5618, 4.19124089413756), (4973, 4.127601996038959), (922, 4.12709205743862), (1217, 4.105236557504938), (750, 4.104161168300377), (246, 4.0792227556291865), (1617, 4.050146223909089)]"
393,"[(1104, 4.764799586318108), (8638, 4.756425881320454), (905, 4.723597468306027), (3972, 4.71295016921682), (858, 4.704422458137706), (5995, 4.698837268868659), (2502, 4.684302185819931), (1223, 4.659902343622732), (1356, 4.647759786442508), (89759, 4.644068250346252)]"
394,"[(2959, 4.031261079278906), (750, 4.024883513136752), (1104, 3.9905437312772083), (1223, 3.9349210644520634), (1258, 3.9171439623665893), (899, 3.903432513313829), (1206, 3.8613139359949846), (2324, 3.8571647516767666), (858, 3.839179594591173), (2329, 3.837550060325803)]"
395,"[(951, 4.393003303808648), (904, 4.235758234777848), (2324, 4.221384617976871), (1104, 4.205755662799522), (3468, 4.183910048520552), (38061, 4.160830307351145), (3451, 4.148561294875189), (142488, 4.1364649579877), (4973, 4.046043156148284), (1276, 4.045254440855004)]"
396,"[(2959, 4.049913368050008), (527, 4.028761326313144), (1270, 4.026220434376505), (1210, 4.016779724478488), (7153, 4.003695208281841), (1258, 3.9968721967221073), (1196, 3.9964752670000108), (593, 3.9796373730631727), (912, 3.977003557403723), (1198, 3.9745829146327822)]"
397,"[(1233, 4.635298020866781), (318, 4.613140115937156), (5952, 4.59613468166192), (1248, 4.559537954213442), (7361, 4.522132408263317), (1197, 4.518917038788408), (2324, 4.5037487129060665), (1252, 4.49720118217964), (2019, 4.494292780105355), (1199, 4.4928360153470726)]"
398,"[(2959, 4.883953171895136), (1248, 4.852780844912488), (1233, 4.787982726416269), (1104, 4.757390244794838), (741, 4.710294581495746), (1199, 4.707511869591345), (750, 4.705139356307934), (1208, 4.703794571964532), (6350, 4.693626024038158), (318, 4.678343513392049)]"
399,"[(899, 4.477828470086687), (7361, 4.374424140260727), (904, 4.369595182983648), (750, 4.368310923030724), (2324, 4.341538382597347), (930, 4.335058591397712), (57669, 4.334309721991701), (1203, 4.310425440495688), (1248, 4.302014772076834), (3275, 4.295976458503142)]"
400,"[(527, 4.9376235046848365), (1204, 4.8958637221170545), (2324, 4.8802738675193025), (1223, 4.8122218584600045), (904, 4.774455252163496), (4011, 4.757074389347817), (720, 4.746004892252048), (3275, 4.745280421974265), (750, 4.743878509521092), (3147, 4.739279810342296)]"
401,"[(2959, 4.382037320233918), (318, 4.373353557562832), (7361, 4.3458353104258025), (296, 4.319884220324222), (2858, 4.2977634108423075), (1199, 4.293572301394769), (1213, 4.234710457375664), (858, 4.216261593505236), (1221, 4.208362458865433), (4011, 4.193182822087167)]"
402,"[(750, 4.911518551608481), (1204, 4.884036974114252), (2571, 4.772956305979311), (260, 4.760153784171384), (318, 4.7335077229331635), (904, 4.715921930392109), (720, 4.70578613308656), (1198, 4.678259338876483), (1208, 4.6697017243695464), (908, 4.668077338305767)]"
403,"[(2571, 4.54757665896976), (318, 4.540556464180869), (1204, 4.520486819396307), (475, 4.469767454685128), (2959, 4.4673673079870415), (1136, 4.462826866815869), (1223, 4.435096652151923), (27773, 4.421307856796805), (750, 4.378306503422045), (922, 4.36732325291428)]"
404,"[(2324, 4.2655491441531765), (904, 4.231616265585745), (1203, 4.219213656003867), (1148, 4.215250875850575), (1617, 4.2106082797524245), (858, 4.197567722366748), (1221, 4.176428709180404), (1193, 4.169385392156649), (2959, 4.16103658479029), (1262, 4.154463808482081)]"
405,"[(318, 4.755287614246065), (858, 4.6982783473172205), (1225, 4.692247844602133), (899, 4.6775428491237), (260, 4.656367505934918), (527, 4.644115945768419), (48516, 4.628177515313312), (922, 4.600334718398788), (4993, 4.600321600961807), (2788, 4.590554109896668)]"
406,"[(858, 4.426167662208435), (922, 4.403034236751752), (1204, 4.372390662308811), (904, 4.36219092208726), (1223, 4.339237580348488), (3275, 4.325103302434628), (913, 4.318567710299418), (7361, 4.315155575387724), (2324, 4.300075472474139), (1178, 4.286805478552566)]"
407,"[(1204, 4.569152214799825), (3275, 4.5591579209618285), (913, 4.539677565449916), (922, 4.539329112818501), (318, 4.523817273648232), (3451, 4.503165146818592), (912, 4.483078279300177), (899, 4.481157785527361), (898, 4.466863339876971), (7361, 4.459081796591478)]"
408,"[(356, 4.95718206530928), (750, 4.882314213648623), (1208, 4.873456691069359), (1197, 4.8282688870397825), (1252, 4.826941356998198), (951, 4.817103253237817), (930, 4.808561099673631), (1035, 4.797140599825911), (56782, 4.786306410111325), (904, 4.785508319757001)]"
409,"[(5618, 4.803440607107786), (1199, 4.7134706218289235), (1208, 4.698233926845711), (1203, 4.65851914314234), (2160, 4.656871578426068), (4011, 4.614584685745283), (1198, 4.608785082929963), (1252, 4.601838420549481), (7361, 4.583205610584299), (3683, 4.5773038855613315)]"
410,"[(926, 4.795225889361481), (1230, 4.793502598022081), (1223, 4.79159851302231), (951, 4.783586931315276), (1089, 4.732372427087919), (3451, 4.729206996043491), (2160, 4.711171066151346), (741, 4.707542117538533), (1104, 4.701060624057691), (1242, 4.7003258405481425)]"
411,"[(3275, 4.364063184715698), (1204, 4.302376583505769), (56782, 4.296510060216295), (5952, 4.277353179985247), (2788, 4.2131373860702315), (260, 4.208424659289977), (1210, 4.200395637154235), (858, 4.199212692803354), (1262, 4.1958751183314495), (1197, 4.192031925804898)]"
412,"[(541, 4.726922258643), (4973, 4.7191765653825), (1148, 4.659686589943077), (1204, 4.597108488861953), (1223, 4.564354530034306), (318, 4.561568958454206), (69481, 4.5449624885367506), (3147, 4.540886562957181), (1283, 4.530668821817384), (356, 4.5250832134536685)]"
413,"[(260, 5), (48516, 5), (58559, 5), (899, 5), (1203, 5), (750, 5), (5816, 5), (7153, 5), (6377, 5), (1223, 5)]"
414,"[(2288, 4.746574907081717), (1203, 4.737055290529653), (3030, 4.700177975609953), (1230, 4.617651098572527), (3468, 4.60716448108279), (1248, 4.579914305226346), (898, 4.558181683470501), (3681, 4.535784112723396), (2324, 4.513108328889513), (156371, 4.504293935905919)]"
415,"[(1204, 4.705233388781515), (1136, 4.671306346457493), (1225, 4.633115570493415), (5995, 4.58709504951324), (1206, 4.56994103283096), (1089, 4.56735623697739), (4993, 4.553668296107712), (912, 4.527898106779506), (1262, 4.522956332648321), (56782, 4.521556918133032)]"
416,"[(1203, 4.176496735033981), (1136, 3.9404236685585494), (1217, 3.9159721679333477), (7361, 3.8679701392071086), (57669, 3.821642430878987), (1250, 3.81128745521921), (1223, 3.7930582602922565), (898, 3.7899154195282354), (1249, 3.778043555126293), (541, 3.7706081058934338)]"
417,"[(4973, 5), (904, 4.958598190207287), (3468, 4.930263715206489), (1148, 4.917186737883637), (1197, 4.910676108293324), (951, 4.9003618772212345), (2019, 4.888368985173408), (527, 4.8254839069907405), (1223, 4.8219405369183415), (50, 4.810752117360292)]"
418,"[(912, 4.742463716509874), (4973, 4.616464670716744), (858, 4.59285255490245), (260, 4.555294650464519), (5618, 4.508999078672457), (1225, 4.503956256088019), (1204, 4.498572509440863), (2997, 4.489094474327533), (1221, 4.450014780667549), (1217, 4.421660156637747)]"
419,"[(2324, 4.809689764023674), (898, 4.769018453866794), (1233, 4.76202326506222), (916, 4.710620323403883), (2300, 4.700664435664575), (750, 4.698810915663479), (1258, 4.681767170211096), (71899, 4.677641345922125), (78499, 4.653764743317753), (1080, 4.6446253480797886)]"
420,"[(1276, 4.580830560101763), (1223, 4.464865318445869), (148626, 4.446893086102944), (2019, 4.430329043278494), (1258, 4.422546696462167), (50, 4.408979103217582), (5690, 4.40462673112388), (142488, 4.40440854174913), (1233, 4.394477706731977), (1104, 4.392624228318957)]"
421,"[(858, 4.6838375740066995), (56782, 4.678988490209431), (2959, 4.649071129839296), (1221, 4.611690239493236), (1204, 4.570660417743103), (1235, 4.563731656056308), (3451, 4.562447923414779), (1225, 4.556062952597605), (1035, 4.55410452064695), (908, 4.551346330206055)]"
